nFID,X,Y,Class,Name,Province,City,Street
293,113.131246402898,22.0890096848805,公司企业/高科技园区,金湾区平沙镇青年创业园,广东省,珠海市,x763
294,113.131336726872,22.1564778964246,名称标注类,兴隆围,广东省,珠海市,s270
295,113.131424294009,22.2167410732411,交通设施/收费处/收费站,南门大桥收费站,广东省,珠海市,s270
296,113.131666486586,22.1914594063186,名称标注类,五成围,广东省,珠海市,s270
297,113.131669643846,22.2168718889439,交通设施/收费处/收费站,珠海市南门大桥收费站,广东省,珠海市,s270
298,113.132033899297,22.1275413293236,名称标注类,万丰围,广东省,珠海市,s270
299,113.15842820121,22.1451343602461,公司企业/厂矿,和诣专业汽车维修,广东省,珠海市,珠峰大道
300,113.15844443563,22.1420091426859,购物/批发市场/集市,和记百货,广东省,珠海市,x764
301,113.158448497765,22.1021566771576,购物/批发市场/集市,益美百货,广东省,珠海市,平沙四路
302,113.158515625757,22.1414130426287,餐饮/中餐馆/川菜,华豫川餐厅,广东省,珠海市,x764
303,113.158530909991,22.1359818818138,行政地标/村庄,雨塘,广东省,珠海市,x764
304,113.158586142046,22.1722008145498,道路/乡道,稻香二路,广东省,珠海市,x582
305,113.158564727799,22.1014955812628,医疗/社区医疗/诊所/卫生所,沙美卫生服务中心,广东省,珠海市,平沙四路
306,113.158633764983,22.1422196004062,购物/超市,好万家百货虎山店,广东省,珠海市,x764
307,113.158682631215,22.1836703825506,行政地标/村庄,五山麒麟村,广东省,珠海市,
308,113.158774937772,22.1434132537031,生活服务/公厕,公厕,广东省,珠海市,x764
309,113.15878213476,22.10201522844,医疗/药店/药房,亿康药店,广东省,珠海市,平沙四路
310,113.158801602224,22.1455219329211,交通设施/交叉路口,X583/X764(路口),广东省,珠海市,珠峰大道
311,113.158865709691,22.1746564184491,公司企业/厂矿,珠海市园保生物科技有限公司有机复合肥厂,广东省,珠海市,x582
312,113.158913594238,22.095826758331,公司企业,珠海松田电工有限公司,广东省,珠海市,汉青路
313,113.159044604297,22.1022118586082,购物/批发市场/集市,百惠百货,广东省,珠海市,平沙四路
314,113.159066069821,22.193115307988,自然山,妹仔山,广东省,珠海市,x582
315,113.158967375203,22.1416399942927,购物/批发市场/集市,华雨实惠百货,广东省,珠海市,x764
316,113.158970322277,22.142177119907,医疗/药店/药房,日崇医药,广东省,珠海市,x764
317,113.159021556764,22.1407566806282,金融/atm,农村信用社ATM,广东省,珠海市,x764
318,113.159021556764,22.1407566806282,金融/农村信用社/城市信用社,农信虎山分社,广东省,珠海市,x764
319,113.159025070091,22.2155862899407,公司企业,丰达胶瓶,广东省,珠海市,x582
320,113.159047613224,22.1408277617978,金融/农村信用社/城市信用社,乾务农村信用合作社虎山分社,广东省,珠海市,x764
321,113.159075544462,22.1414440888456,购物/家居建材,兴海五金,广东省,珠海市,x764
322,113.159105640234,22.174068728391,道路/乡道,稻香一路,广东省,珠海市,x582
323,113.15909165809,22.1414621044695,购物/家居建材,伦记五金店,广东省,珠海市,x764
324,113.159081304138,22.1084715116061,行政地标/村庄,安居村,广东省,珠海市,x764
325,113.15910863771,22.1025110260483,政府机构/福利机构/福利院,平沙镇社会福利中心,广东省,珠海市,平沙四路
326,113.159118186947,22.2152201529028,交通设施/交叉路口,S365/X582(路口),广东省,珠海市,x582
327,113.159153710351,22.1420264629581,购物/批发市场/集市,宏兴特价百货,广东省,珠海市,x764
328,113.159183744238,22.1420264752318,医疗/药店/药房,济生医药虎山分店,广东省,珠海市,x764
329,113.159243501588,22.2159998763523,公司企业/厂矿,珠海丰达环球塑料电子制品有限公司,广东省,珠海市,x582
330,113.159292016579,22.1026204924505,政府机构/福利机构/希望工程,金湾区平沙镇灾害庇护中心,广东省,珠海市,平沙四路
331,113.159305222106,22.1385533009143,政府机构/各级政府/村民委员会,斗门区乾务镇虎山村委会,广东省,珠海市,x764
332,113.159305222106,22.1385533009143,教育/学前教育/幼儿园/托儿所,富山中心幼儿园,广东省,珠海市,x764
333,113.159326622071,22.174355140607,公司企业/厂矿,珠海市翔辉塑料厂,广东省,珠海市,x582
334,113.159515535085,22.0981767338577,交通设施/交叉路口,宁悦路/盛贤路(路口),广东省,珠海市,宁悦路
335,113.159311106332,22.1231771806978,公司企业/厂矿,福日机砖厂,广东省,珠海市,x764
336,113.159360803661,22.184288764618,行政地标/村庄,麒麟村,广东省,珠海市,
337,113.159343307904,22.2224282509079,教育/初等教育/(小学),大濠涌学校,广东省,珠海市,x582
338,113.159393182788,22.1415767275619,医疗/药店/药房,复康堂大药房,广东省,珠海市,x764
339,113.159403200552,22.1414286531102,购物/批发市场/集市,永兴饼店,广东省,珠海市,x764
340,113.159475335736,22.1416368621163,餐饮/休闲餐饮/甜点冷饮,麦田西饼屋虎山分店,广东省,珠海市,x764
341,113.159684184228,22.1745817840098,公司企业,珠海三麦烘焙设备,广东省,珠海市,x582
342,113.159676357021,22.1466672153837,地产小区/小区/楼盘,富逸花园,广东省,珠海市,珠峰大道
343,113.159672595303,22.1420863756138,医疗/药店/药房,康源药店,广东省,珠海市,x764
344,113.159540812666,22.0981624064554,道路/乡道,宁悦路,广东省,珠海市,宁悦路
345,113.159581917481,22.0764794583171,名称标注类,前进五队,广东省,珠海市,
346,113.159596582777,22.1413990523593,医疗/社区医疗/诊所/卫生所,虎山门诊部,广东省,珠海市,x764
347,113.159628507256,22.1438240174547,餐饮,九佬饭店,广东省,珠海市,x764
348,113.159762131552,22.0611691444422,交通设施/公交车站/公交车站主点,前锋四队,广东省,珠海市,x761
349,113.159755876638,22.14164342824,休闲娱乐/文化馆/文化宫/活动中心,虎山村文娱活动中心,广东省,珠海市,x764
350,113.159758836061,22.141542373149,金融/atm,中国邮政储蓄银行ATM,广东省,珠海市,x764
351,113.159839914474,22.1101961647682,名称标注类,沙美一队,广东省,珠海市,x764
352,113.15990158818,22.1746142573357,公司企业/厂矿,永耀丝花制品有限公司,广东省,珠海市,x582
353,113.159761459902,22.2149134522001,交通设施/加油站/中国石化,滨海加油站,广东省,珠海市,黄扬大道
354,113.159798906063,22.1416034305249,购物/综合商场/购物/中心,日日红购物商场,广东省,珠海市,x764
355,113.159813980327,22.1417575275283,餐饮,雅香园餐厅,广东省,珠海市,x764
356,113.159848033169,22.1408012694519,医疗/药店/药房,新生药店,广东省,珠海市,x764
357,113.159908806507,22.1461234441819,购物/超市,百家超市,广东省,珠海市,珠峰大道
358,113.159938929955,22.2152410732938,交通设施/公交车站/公交车站主点,大濠冲路口,广东省,珠海市,黄扬大道
359,113.159943312859,22.1005047555087,公司企业,平沙公共汽车公司,广东省,珠海市,平沙四路
360,113.159974444576,22.0959435013909,交通设施/交叉路口,盛贤路/汉青路(路口),广东省,珠海市,盛贤路
361,113.160053342646,22.1421521174517,生活服务/美容美发,梦思美发屋,广东省,珠海市,x764
362,113.160135818629,22.2220955956783,地产小区/小区/楼盘,大濠涌,广东省,珠海市,x582
363,113.160153727954,22.1007372267415,公司企业/厂矿,平沙实业总公司总支会,广东省,珠海市,沙宁巷
364,113.160202580233,22.1427946689521,医疗/社区医疗/诊所/卫生所,虎山村卫生服务中心,广东省,珠海市,x764
365,113.160378687041,22.0610801741191,政府机构/各级政府/村民委员会,金湾区平沙镇前锋社区居民委员会,广东省,珠海市,x761
366,113.160378687041,22.0610801741191,医疗/社区医疗/诊所/卫生所,前锋社区卫生服务中心,广东省,珠海市,x761
367,113.160280418915,22.2119893069904,交通设施/交叉路口,X582/西部沿海高速公路(路口),广东省,珠海市,x582
368,113.160368301681,22.0961915809676,公司企业,富士电机有限公司,广东省,珠海市,汉青路
369,113.160388161833,22.0985996987269,公司企业,珠海澳新护舷气囊公司,广东省,珠海市,盛贤路
370,113.160413271663,22.0989309058656,公司企业,珠海康鸿塑胶电子公司,广东省,珠海市,盛贤路
371,113.160447232354,22.1006557132584,政府机构/各级政府/居民委员会,平沙镇沙美社区居民委员会,广东省,珠海市,沙宁巷
372,113.160471583434,22.0935475964741,交通设施/交叉路口,盛贤路/紫园西路(路口),广东省,珠海市,紫园西路
373,113.160472315234,22.1006558091567,政府机构/机关单位/委/局,平沙镇沙美社区劳动保障服务站,广东省,珠海市,沙宁巷
374,113.160478430127,22.0988369953897,公司企业/厂矿,珠海圣菲玛滤清器有限公司,广东省,珠海市,盛贤路
375,113.160502353134,22.1006398629755,政府机构/机关单位,中共沙美社区支部委员会,广东省,珠海市,平沙四路
376,113.160611077663,22.0913139549652,公司企业/工商业区,迪山工业园,广东省,珠海市,升平大道中
377,113.160627822902,22.1160805848941,宾馆,平沙龙泉度假村,广东省,珠海市,x764
378,113.160645084991,22.1018357194096,道路,沙宁巷,广东省,珠海市,沙宁巷
379,113.160644819217,22.1161186452505,地产小区/别墅,龙泉山庄,广东省,珠海市,x764
380,113.160656639054,22.1007541187684,政府机构/机关单位,金湾区平沙镇市政管理服务中心,广东省,珠海市,沙宁巷
381,113.16085567788,22.0607768796228,政府机构/机关单位,中共平沙镇前锋社区支部委员会,广东省,珠海市,x761
382,113.160707714532,22.1004609818434,交通设施/交叉路口,平沙四路/盛贤路(路口),广东省,珠海市,平沙四路
383,113.16072998039,22.1005050268248,道路/乡道,盛贤路,广东省,珠海市,平沙四路
384,113.160734542392,22.1029163064303,名称标注类,沙美四队,广东省,珠海市,沙菁巷
385,113.160793547247,22.0607987828474,休闲娱乐/文化馆/文化宫/活动中心,平沙镇前锋社区文化中心,广东省,珠海市,x761
386,113.160794667443,22.2106949212523,公司企业,珠海容川饲料有限公司,广东省,珠海市,x582
387,113.160917811833,22.0607470217564,政府机构/各级政府/居民委员会,平沙镇前峰社区居民委员会,广东省,珠海市,x761
388,113.16091916004,22.2228262660429,公司企业,伟骏陶瓷,广东省,珠海市,x582
389,113.160937526782,22.091286402491,交通设施/交叉路口,盛贤路/Y402(路口),广东省,珠海市,盛贤路
390,113.161328540489,22.144467414802,餐饮,金利平餐厅,广东省,珠海市,珠峰大道
391,113.161486573439,22.1002936562092,道路,沙菁巷,广东省,珠海市,沙菁巷
392,113.161723841386,22.0961661485821,公司企业/高新科技,汉铃科技有限公司,广东省,珠海市,汉青路
393,113.161442813758,22.0603237918328,交通设施/公交车站/公交车站主点,前峰九队,广东省,珠海市,x761
394,113.161433050749,22.1000852961012,公司企业/厂矿,珠海美泰电子科技有限公司,广东省,珠海市,平沙四路
395,113.161450618742,22.2150996192665,购物/批发市场/集市,百花商店,广东省,珠海市,黄扬大道
396,113.161560473904,22.0965470035228,公司企业,珠海市鹰标机电有限公司,广东省,珠海市,汉青路
397,113.161642153913,22.1445599596144,餐饮,英记饭店,广东省,珠海市,珠峰大道
398,113.161650903631,22.2154941217446,公司企业,珠海市世海饲料有限公司,广东省,珠海市,黄扬大道
399,113.161800500257,22.0523460661273,名称标注类,前西五队,广东省,珠海市,x582
400,113.161787164012,22.2154983449871,公司企业/厂矿,珠海美达厨房设备有限公司,广东省,珠海市,黄扬大道
401,113.161837913286,22.1256100559269,自然山,飞夹石,广东省,珠海市,x764
402,113.16184987769,22.1001764773651,交通设施/公交车站/公交车站主点,平沙,广东省,珠海市,平沙四路
403,113.161907923319,22.1003372464218,医疗/药店/药房,德泽沙美药店,广东省,珠海市,平沙四路
404,113.162031657626,22.2350042973249,行政地标/村庄,小濠涌涌口村,广东省,珠海市,x582
405,113.162096479457,22.0966150477846,公司企业,LSDMANUFACTURINGLTDZHUHAICORDMAXLTD,广东省,珠海市,汉青路
406,113.162178658011,22.1166276945487,政府机构/各级政府/村民委员会,大岗埔村委会,广东省,珠海市,x764
407,113.162208526603,22.0998706201091,政府机构/机关单位,华夏阳光太阳能有限公司,广东省,珠海市,平沙四路
408,113.162247218683,22.1447411771792,餐饮,爱群饭店,广东省,珠海市,珠峰大道
409,113.162324726806,22.0997547339644,公司企业,珠海市立晖橱柜有限公司,广东省,珠海市,平沙四路
410,113.162314180146,22.2340635337232,政府机构/各级政府/村民委员会,小濠涌涌口村村委会,广东省,珠海市,x582
411,113.162362711804,22.2177347861065,名称标注类,浮云涌月,广东省,珠海市,x582
412,113.162418861445,22.0611783383287,名称标注类,前锋九队,广东省,珠海市,x761
413,113.162402260164,22.0918804546213,公司企业,迪山实业有限公司,广东省,珠海市,升平大道中
414,113.162555349857,22.0964377848106,公司企业/厂矿,精确家具有限公司,广东省,珠海市,汉青路
415,113.162701135942,22.1437796388605,餐饮,强记饭店,广东省,珠海市,珠峰大道
416,113.162821214594,22.0740013542493,医疗/社区医疗/诊所/卫生所,前进卫生所,广东省,珠海市,
417,113.162837001718,22.094351337645,公司企业,珠海汉羚科技有限公司,广东省,珠海市,紫园西路
418,113.162837001718,22.094351337645,公司企业,珠海精确电子制品公司,广东省,珠海市,紫园西路
419,113.162851432873,22.1428885294142,行政地标/村庄,虎山村,广东省,珠海市,珠峰大道
420,113.162850701923,22.099687714386,公司企业/厂矿,森宝木业,广东省,珠海市,平沙四路
421,113.162943987321,22.059670806274,交通设施/公交车站/公交车站主点,前锋五队,广东省,珠海市,x761
422,113.163155911759,22.0739669605005,教育/初等教育/(小学),前进小学,广东省,珠海市,
423,113.163143316445,22.0995422351397,公司企业/厂矿,珠海立辉橱柜有限公司,广东省,珠海市,平沙四路
